,title,pubDate,link,description
214,<b>비트코인</b> 0.09%↑ 이더리움 1.32%↑ 리플 -0.19%↓ 라이트코인 0.20%↑ 대시 ...,"Tue, 24 Jul 2018 17:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241700014853edd30e91ce_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(16시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오후 5시 0분 기준으로 <b>비트코인</b>이 0.09% 상승한... 
215,<b>비트코인</b> 1.20%↑ 이더리움 0.43%↑ 리플 0.77%↑ 퀀텀 0.88%↑ 라이트코인 0...,"Tue, 24 Jul 2018 20:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=20180724200001783edd3058ad9_12,[로이슈 심준보 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(19시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 코인원에 따르면 24일 오후 8시 0분 기준으로 <b>비트코인</b>이 1.20... 
216,<b>비트코인</b> 0.37%↑ 이더리움 -0.87%↓ 리플 -0.20%↓ 라이트코인 0.75%↑ 대시...,"Tue, 24 Jul 2018 13:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241300022858edd303e677_12,[로이슈 한정아 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(12시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오후 1시 0분 기준으로 <b>비트코인</b>이 0.37% 상승한... 
217,<b>비트코인</b> 0.59%↑ 이더리움 0.35%↑ 리플 -0.20%↓ 대시 0.58%↑ 에이다 0.52...,"Tue, 24 Jul 2018 01:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807240100021754edd30b5be4_12,[로이슈 심준보 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(0시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 오전 1시 0분 기준으로 <b>비트코인</b>이 0.59... 
218,<b>비트코인</b> 0.17%↑ 이더리움 0.67%↑ 리플 1.57%↑ 라이트코인 3.35%↑ 대시 -...,"Tue, 24 Jul 2018 16:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241600021417edd304b3a8_12,[로이슈 한정아 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(15시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오후 4시 0분 기준으로 <b>비트코인</b>이 0.17% 상승한... 
219,<b>비트코인</b> 0.01%↑ 이더리움 -0.39%↓ 리플 0% 대시 1.83%↑ 에이다 0.53%↑ 퀀...,"Tue, 24 Jul 2018 05:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807240500028787edd3056f59_12,[로이슈 한정아 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(4시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 오전 5시 0분 기준으로 <b>비트코인</b>이 0.01% 상승한... 
220,<b>비트코인</b> 0.82%↑ 이더리움 1.28%↑ 리플 0.60%↑ 라이트코인 3.59%↑ 대시 1...,"Tue, 24 Jul 2018 11:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241100023296edd305d05b_12,[로이슈 심준보 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(10시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오전 11시 0분 기준으로 <b>비트코인</b>이 0.82... 
221,<b>비트코인</b> 0.47%↑ 이더리움 -0.88%↓ 리플 0% 대시 1.13%↑ 에이다 -0.52%↓ ...,"Tue, 24 Jul 2018 02:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807240200024978edd3046164_12,[로이슈 심준보 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(1시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 오전 2시 0분 기준으로 <b>비트코인</b>이 0.47% 상승한... 
222,<b>비트코인</b> 0.72%↑ 이더리움 0.66%↑ 리플 0.78%↑ 퀀텀 1.11%↑ 라이트코인 1...,"Tue, 24 Jul 2018 19:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241900023668edd304e640_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(18시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 코인원에 따르면 24일 오후 7시 0분 기준으로 <b>비트코인</b>이 0.72... 
223,"퓨즈엑스, 카드로 실물 거래 시 <b>비트코인</b>캐시 결제 지원","Tue, 24 Jul 2018 09:51:00 +0900",http://www.webdaily.co.kr/view.php?ud=2018072409430997376104cae764_7,배제훈 브릴리언츠 CEO(좌)와 로저 버 <b>비트코인</b>캐시 CEO의 파트너십 체결 기념촬영 모습 (사진=퓨즈엑스) <b>비트코인</b>닷컴과 파트너십 체결 [웹데일리=이선기 기자] 암호화폐 결제 카드 프로젝트 퓨즈엑스(FuzeX)가... 
224,<b>비트코인</b> 1.65%↑ 이더리움 0.68%↑ 리플 0.60%↑ 라이트코인 0.43%↑ 대시 -...,"Tue, 24 Jul 2018 14:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241400027464edd307f5f6_12,[로이슈 한정아 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(13시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오후 2시 0분 기준으로 <b>비트코인</b>이 1.65% 상승한... 
225,<b>비트코인</b> -0.03%↓ 이더리움 -0.29%↓ 리플 -0.40%↓ 라이트코인 -0.86%↓ 대...,"Tue, 24 Jul 2018 10:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=20180724100001856edd309c05b_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(9시 0분)전 대비 하락세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오전 10시 0분 기준으로 <b>비트코인</b>이 -0.03% 하락한... 
226,[암호화폐 시황] <b>비트코인</b> 0.77%↑ · 이더리움 0.75%↑ … 19시 00분 현재,"Tue, 24 Jul 2018 19:05:00 +0900",http://www.getnews.co.kr/news/articleView.html?idxno=85609,[글로벌경제신문 이슬비기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(18시)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오후 7시 기준으로 <b>비트코인</b>이 +0.77... 
227,<b>비트코인</b> 1.74%↑ 이더리움 0.77%↑ 리플 0.19%↑ 대시 -0.31%↓ 에이다 -0.5...,"Tue, 24 Jul 2018 21:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807242100025236edd30fc95b_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(20시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 오후 9시 0분 기준으로 <b>비트코인</b>이 1.74% 상승한... 
228,사토시부터 FBI까지...<b>비트코인</b> 부자 'TOP 10'은 누구?,"Tue, 24 Jul 2018 09:50:00 +0900",http://www.betanews.net:8080/article/885224.html,전 세계에서 대표적 암호화폐인 <b>비트코인</b>을 가장 많이 소지한 '<b>비트코인</b> 부자'는 누구일까. 우리가 잘 아는 <b>비트코인</b> 창시자 나카모토 사토시나 윙클보스 형제 외에 우리가 알고 있는 의외의 이름도 포함되어... 
229,<b>비트코인</b> -0.44%↓ 이더리움 -0.82%↓ 리플 -0.58%↓ 퀀텀 -0.88%↓ 라이트코...,"Tue, 24 Jul 2018 18:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241800014030edd309a010_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(17시 0분)전 대비 하락세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 코인원에 따르면 24일 오후 6시 0분 기준으로 <b>비트코인</b>이 -0.44% 하락한... 
230,<b>비트코인</b> 1.73%↑ 이더리움 0.54%↑ 리플 0.39%↑ 대시 2.83%↑ 에이다 0.52%...,"Tue, 24 Jul 2018 20:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807242000013590edd301b84c_12,[로이슈 한정아 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(19시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 오후 8시 0분 기준으로 <b>비트코인</b>이 1.73% 상승한... 
231,<b>비트코인</b> -0.04%↓ 이더리움 0.51%↑ 리플 1.18%↑ 대시 1.25%↑ 에이다 0% 퀀...,"Tue, 24 Jul 2018 16:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=20180724160002317edd305dd9e_12,[로이슈 한정아 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(15시 0분)전 대비 하락세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 오후 4시 0분 기준으로 <b>비트코인</b>이 -0.04% 하락한... 
232,[암호화폐 시황] <b>비트코인</b> 0.07%↑ · 이더리움 1.04%↑ … 17시 00분 현재,"Tue, 24 Jul 2018 17:05:00 +0900",http://www.getnews.co.kr/news/articleView.html?idxno=85591,[글로벌경제신문 이슬비기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(16시)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오후 5시 기준으로 <b>비트코인</b>이 +0.07... 
233,<b>비트코인</b> 0.04%↑ 이더리움 1.40%↑ 리플 -0.19%↓ 퀀텀 0.56%↑ 라이트코인 ...,"Tue, 24 Jul 2018 17:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241700019039edd30ea4de_12,[로이슈 심준보 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(16시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 코인원에 따르면 24일 오후 5시 0분 기준으로 <b>비트코인</b>이 0.04... 
234,<b>비트코인</b> 0.13%↑ 이더리움 0.47%↑ 리플 0.78%↑ 대시 -3.29%↓ 에이다 0% 퀀...,"Tue, 24 Jul 2018 19:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241900027672edd3004434_12,[로이슈 심준보 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(18시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 오후 7시 0분 기준으로 <b>비트코인</b>이 0.13... 
235,[<b>비트코인</b> 시황] <b>비트코인</b> 0.25%↓... 0시 0분 현재,"Tue, 24 Jul 2018 00:01:00 +0900",http://www.webdaily.co.kr/view.php?ud=201807240000063388edd30b4d38_7,<b>비트코인</b> 시황 [웹데일리=김민지 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간 전(23일 23시) 대비 하락세를 보이고 있다. 업비트 암호화폐(가상화폐) 거래소에 따르면 24일 자정 0시 기준으로 <b>비트코인</b>은 0.25... 
236,<b>비트코인</b> 0.15%↑ 이더리움 0.78%↑ 리플 0.20%↑ 라이트코인 -0.54%↓ 대시 ...,"Tue, 24 Jul 2018 07:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807240700012829edd3062f5b_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(6시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오전 7시 0분 기준으로 <b>비트코인</b>이 0.15% 상승한... 
237,<b>비트코인</b> 1.15%↑ 이더리움 1.84%↑ 리플 1.19%↑ 대시 0.93%↑ 에이다 4.35%...,"Tue, 24 Jul 2018 15:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241500029994edd308af39_12,[로이슈 심준보 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(14시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 오후 3시 0분 기준으로 <b>비트코인</b>이 1.15... 
238,"(07월 24일 20시) 거래소별 <b>비트코인</b>, 리플 등 암호화폐 시세 정보","Tue, 24 Jul 2018 20:11:00 +0900",http://www.insightkorea.co.kr//news/articleView.html?idxno=27625,"[인사이트코리아=김철 기자] 20시 05분 기준 암호화폐(가상화폐) 거래소별 시세를 비교해보면 <b>비트코인</b>은 코인원이 가장 높았으며, 라이트코인의 경우 빗썸에서 가장 높은 가격에 거래되고 있다. 거래소별로... "
239,<b>비트코인</b> -0.19%↓ 이더리움 0.29%↑ 리플 -0.79%↓ 라이트코인 -2.52%↓ 대시...,"Tue, 24 Jul 2018 12:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241200017713edd3014e54_12,[로이슈 한정아 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(11시 0분)전 대비 하락세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오후 12시 0분 기준으로 <b>비트코인</b>이 -0.19... 
240,<b>비트코인</b> 0.11%↑ 이더리움 0.19%↑ 리플 1.37%↑ 퀀텀 1.35%↑ 라이트코인 3...,"Tue, 24 Jul 2018 16:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241600022852edd30447f7_12,[로이슈 심준보 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(15시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 코인원에 따르면 24일 오후 4시 0분 기준으로 <b>비트코인</b>이 0.11... 
241,[암호화폐 시황] <b>비트코인</b> 0.19%↓ · 이더리움 0.39%↓ … 12시 00분 현재,"Tue, 24 Jul 2018 12:05:00 +0900",http://www.getnews.co.kr/news/articleView.html?idxno=85497,[글로벌경제신문 이슬비기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(11시)전 대비 하락세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오후 12시 기준으로 <b>비트코인</b>이 -0.19... 
242,<b>비트코인</b> -0.26%↓ 이더리움 -1.26%↓ 리플 -0.39%↓ 라이트코인 -0.64%↓ 대...,"Tue, 24 Jul 2018 06:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807240600021738edd3033f52_12,[로이슈 심준보 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(5시 0분)전 대비 하락세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오전 6시 0분 기준으로 <b>비트코인</b>이 -0.26% 하락한... 
243,"(07월 24일 19시) 거래소별 <b>비트코인</b>, 리플 등 암호화폐 시세 정보","Tue, 24 Jul 2018 19:11:00 +0900",http://www.insightkorea.co.kr//news/articleView.html?idxno=27623,"[인사이트코리아=김철 기자] 19시 05분 기준 암호화폐(가상화폐) 거래소별 시세를 비교해보면 <b>비트코인</b>은 코인원이 가장 높았으며, 라이트코인의 경우 빗썸에서 가장 높은 가격에 거래되고 있다. 거래소별로... "
244,[<b>비트코인</b> 시황] <b>비트코인</b> 1.74%↑... 21시 0분 현재,"Tue, 24 Jul 2018 21:01:00 +0900",http://www.webdaily.co.kr/view.php?ud=20180724210005484edd302baf8_7,<b>비트코인</b> 시황 [웹데일리=손시현 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간 전(24일 20시) 대비 상승세를 보이고 있다. 업비트 암호화폐(가상화폐) 거래소에 따르면 24일 오후 9시 기준으로 <b>비트코인</b>은 1.74... 
245,"(07월 24일 18시) 거래소별 <b>비트코인</b>, 리플 등 암호화폐 시세 정보","Tue, 24 Jul 2018 18:11:00 +0900",http://www.insightkorea.co.kr//news/articleView.html?idxno=27616,"[인사이트코리아=김철 기자] 18시 05분 기준 암호화폐(가상화폐) 거래소별 시세를 비교해보면 <b>비트코인</b>은 빗썸이 가장 높았으며, 라이트코인의 경우 빗썸에서 가장 높은 가격에 거래되고 있다. 거래소별로... "
246,"(07월 24일 17시) 거래소별 <b>비트코인</b>, 리플 등 암호화폐 시세 정보","Tue, 24 Jul 2018 17:11:00 +0900",http://www.insightkorea.co.kr//news/articleView.html?idxno=27613,"[인사이트코리아=김철 기자] 17시 05분 기준 암호화폐(가상화폐) 거래소별 시세를 비교해보면 <b>비트코인</b>은 빗썸이 가장 높았으며, 라이트코인의 경우 코빗에서 가장 높은 가격에 거래되고 있다. 거래소별로... "
247,<b>비트코인</b> 1.11%↑ 이더리움 2.04%↑ 리플 1.39%↑ 퀀텀 2.07%↑ 라이트코인 1...,"Tue, 24 Jul 2018 15:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241500028844edd30ca304_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(14시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 코인원에 따르면 24일 오후 3시 0분 기준으로 <b>비트코인</b>이 1.11... 
248,"(07월 24일 16시) 거래소별 <b>비트코인</b>, 리플 등 암호화폐 시세 정보","Tue, 24 Jul 2018 16:11:00 +0900",http://www.insightkorea.co.kr//news/articleView.html?idxno=27610,"[인사이트코리아=김철 기자] 16시 05분 기준 암호화폐(가상화폐) 거래소별 시세를 비교해보면 <b>비트코인</b>은 코빗이 가장 높았으며, 라이트코인의 경우 빗썸에서 가장 높은 가격에 거래되고 있다. 거래소별로... "
249,<b>비트코인</b> -0.25%↓ 이더리움 -0.21%↓ 리플 -0.39%↓ 대시 -2.40%↓ 에이다 -...,"Tue, 24 Jul 2018 00:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807240000017008edd3037c4b_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(23일 23시 0분)전 대비 하락세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 자정 0시 0분 기준으로 <b>비트코인</b>이 -0.25... 
250,<b>비트코인</b> -0.15%↓ 이더리움 -0.53%↓ 리플 -0.58%↓ 대시 3.18%↑ 에이다 -0...,"Tue, 24 Jul 2018 18:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241800019824edd3023f70_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(17시 0분)전 대비 하락세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 오후 6시 0분 기준으로 <b>비트코인</b>이 -0.15% 하락한... 
251,"(07월 24일 15시) 거래소별 <b>비트코인</b>, 리플 등 암호화폐 시세 정보","Tue, 24 Jul 2018 15:11:00 +0900",http://www.insightkorea.co.kr//news/articleView.html?idxno=27603,"[인사이트코리아=김철 기자] 15시 05분 기준 암호화폐(가상화폐) 거래소별 시세를 비교해보면 <b>비트코인</b>은 코빗이 가장 높았으며, 라이트코인의 경우 빗썸에서 가장 높은 가격에 거래되고 있다. 거래소별로... "
252,[암호화폐 시황] <b>비트코인</b> 1.01%↑ · 이더리움 2.13%↑ … 15시 00분 현재,"Tue, 24 Jul 2018 15:05:00 +0900",http://www.getnews.co.kr/news/articleView.html?idxno=85560,[글로벌경제신문 이슬비기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(14시)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오후 3시 기준으로 <b>비트코인</b>이 +1.01... 
253,[암호화폐 시황] <b>비트코인</b> 1.55%↑ · 이더리움 0.68%↑ … 14시 00분 현재,"Tue, 24 Jul 2018 14:05:00 +0900",http://www.getnews.co.kr/news/articleView.html?idxno=85517,[글로벌경제신문 이슬비기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(13시)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오후 2시 기준으로 <b>비트코인</b>이 +1.55... 
254,[암호화폐 시황] <b>비트코인</b> 0.19%↑ · 이더리움 0.47%↑ … 16시 00분 현재,"Tue, 24 Jul 2018 16:05:00 +0900",http://www.getnews.co.kr/news/articleView.html?idxno=85577,[글로벌경제신문 이슬비기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(15시)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오후 4시 기준으로 <b>비트코인</b>이 +0.19... 
255,"(07월 24일 14시) 거래소별 <b>비트코인</b>, 리플 등 암호화폐 시세 정보","Tue, 24 Jul 2018 14:11:00 +0900",http://www.insightkorea.co.kr//news/articleView.html?idxno=27599,"[인사이트코리아=김철 기자] 14시 05분 기준 암호화폐(가상화폐) 거래소별 시세를 비교해보면 <b>비트코인</b>은 코빗이 가장 높았으며, 라이트코인의 경우 빗썸에서 가장 높은 가격에 거래되고 있다. 거래소별로... "
256,"(07월 24일 13시) 거래소별 <b>비트코인</b>, 리플 등 암호화폐 시세 정보","Tue, 24 Jul 2018 13:11:00 +0900",http://www.insightkorea.co.kr//news/articleView.html?idxno=27598,"[인사이트코리아=김철 기자] 13시 05분 기준 암호화폐(가상화폐) 거래소별 시세를 비교해보면 <b>비트코인</b>은 코빗이 가장 높았으며, 라이트코인의 경우 코빗에서 가장 높은 가격에 거래되고 있다. 거래소별로... "
257,<b>비트코인</b> -0.38%↓ 이더리움 -0.39%↓ 리플 -0.20%↓ 라이트코인 -0.11%↓ 대...,"Tue, 24 Jul 2018 09:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807240900022138edd30907f6_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(8시 0분)전 대비 하락세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오전 9시 0분 기준으로 <b>비트코인</b>이 -0.38% 하락한... 
258,<b>비트코인</b> 1.63%↑ 이더리움 0.51%↑ 리플 0.20%↑ 퀀텀 -0.23%↓ 라이트코인 ...,"Tue, 24 Jul 2018 14:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241400026601edd30e031f_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(13시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 코인원에 따르면 24일 오후 2시 0분 기준으로 <b>비트코인</b>이 1.63% 상승한... 
259,"(07월 24일 12시) 거래소별 <b>비트코인</b>, 리플 등 암호화폐 시세 정보","Tue, 24 Jul 2018 12:11:00 +0900",http://www.insightkorea.co.kr//news/articleView.html?idxno=27597,"[인사이트코리아=김철 기자] 12시 05분 기준 암호화폐(가상화폐) 거래소별 시세를 비교해보면 <b>비트코인</b>은 코인원이 가장 높았으며, 라이트코인의 경우 코인원에서 가장 높은 가격에 거래되고 있다.... "
260,[암호화폐 시황] <b>비트코인</b> 캐시 0.78%↑ · <b>비트코인</b> 골드 3.83%↑ … 06시 0...,"Tue, 24 Jul 2018 06:05:00 +0900",http://www.getnews.co.kr/news/articleView.html?idxno=85394,[글로벌경제신문 이슬비기자] 암호화폐(가상화폐) <b>비트코인</b> 캐시가 한시간(05시)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오전 6시 기준으로 <b>비트코인</b> 캐시가... 
261,<b>비트코인</b> 0.80%↑ 이더리움 0.73%↑ 리플 0.60%↑ 대시 0% 에이다 2.17%↑ 퀀...,"Tue, 24 Jul 2018 11:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241100022932edd307afe5_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(10시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 오전 11시 0분 기준으로 <b>비트코인</b>이 0.80% 상승한... 
262,[암호화폐 시황] <b>비트코인</b> 0.14%↓ · 대시 4.82%↓ … 10시 00분 현재,"Tue, 24 Jul 2018 10:05:00 +0900",http://www.getnews.co.kr/news/articleView.html?idxno=85439,[글로벌경제신문 이슬비기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(09시)전 대비 하락세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 빗썸에 따르면 24일 오전 0시 기준으로 <b>비트코인</b>이 -0.14... 
263,"(07월 24일 11시) 거래소별 <b>비트코인</b>, 리플 등 암호화폐 시세 정보","Tue, 24 Jul 2018 11:11:00 +0900",http://www.insightkorea.co.kr//news/articleView.html?idxno=27590,"[인사이트코리아=김철 기자] 11시 05분 기준 암호화폐(가상화폐) 거래소별 시세를 비교해보면 <b>비트코인</b>은 코빗이 가장 높았으며, 라이트코인의 경우 빗썸에서 가장 높은 가격에 거래되고 있다. 거래소별로... "
264,<b>비트코인</b> 0.30%↑ 이더리움 -0.21%↓ 리플 -0.40%↓ 퀀텀 -0.80%↓ 라이트코인...,"Tue, 24 Jul 2018 13:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241300028871edd308dc02_12,[로이슈 지미옥 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(12시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 코인원에 따르면 24일 오후 1시 0분 기준으로 <b>비트코인</b>이 0.30% 상승한... 
265,<b>비트코인</b> 0.20%↑ 이더리움 1.20%↑ 리플 0% 대시 1.39%↑ 에이다 0.52%↑ 퀀...,"Tue, 24 Jul 2018 17:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241700013284edd30b147c_12,[로이슈 심준보 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(16시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 오후 5시 0분 기준으로 <b>비트코인</b>이 0.20... 
266,[<b>비트코인</b> 시황] <b>비트코인</b> 1.73%↑... 20시 0분 현재,"Tue, 24 Jul 2018 20:01:00 +0900",http://www.webdaily.co.kr/view.php?ud=201807242000052519edd301819d_7,<b>비트코인</b> 시황 [웹데일리=박성연 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간 전(24일 19시) 대비 상승세를 보이고 있다. 업비트 암호화폐(가상화폐) 거래소에 따르면 24일 오후 8시 기준으로 <b>비트코인</b>은 1.73... 
267,<b>비트코인</b> 0.37%↑ 이더리움 -0.25%↓ 리플 -0.40%↓ 대시 1.38%↑ 에이다 -1....,"Tue, 24 Jul 2018 13:00:00 +0900",http://www.lawissue.co.kr/view.php?ud=201807241300029164edd3048b9d_12,[로이슈 심준보 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간(12시 0분)전 대비 상승세를 보이고 있다. 국내 암호화폐(가상화폐) 거래소인 업비트에 따르면 24일 오후 1시 0분 기준으로 <b>비트코인</b>이 0.37... 
268,[<b>비트코인</b> 시황] <b>비트코인</b> 0.13%↑... 19시 0분 현재,"Tue, 24 Jul 2018 19:01:00 +0900",http://www.webdaily.co.kr/view.php?ud=201807241900065873edd3017d29_7,<b>비트코인</b> 시황 [웹데일리=김민지 기자] 암호화폐(가상화폐) <b>비트코인</b>이 한시간 전(24일 18시) 대비 상승세를 보이고 있다. 업비트 암호화폐(가상화폐) 거래소에 따르면 24일 오후 7시 기준으로 <b>비트코인</b>은 0.13... 
